baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSMUSG00000006127	53.4754496607455	-2.77027129556855	1.26274037770848	-2.19385658720743	0.0282457212104717	0.260288343958267	Inpp5k
ENSMUSG00000000957	27.3088236750942	-3.10468133253607	1.41608383098924	-2.19244176410603	0.0283476237740157	0.260641240878066	Mmp14
ENSMUSG00000004633	264.266779745206	2.06469229986823	0.94156624892465	2.19282743219214	0.0283198146950338	0.260641240878066	Chn2
ENSMUSG00000022340	543.329637710397	-2.59323801463027	1.18278328496425	-2.19248787803815	0.0283442974334468	0.260641240878066	Sybu
ENSMUSG00000006356	186.408722801649	-2.3477719263225	1.07105145373216	-2.19202533934436	0.0283776770148505	0.26072255870221	Crip2
ENSMUSG00000018293	145.371812915971	-2.60661681093647	1.18965926742178	-2.19106166136587	0.0284473306248267	0.260777804154359	Pfn1
ENSMUSG00000021765	93.6643936156147	-2.61725112346546	1.19440395206463	-2.19126127215279	0.0284328908899631	0.260777804154359	Fst
ENSMUSG00000024799	36.390203162538	-3.20556049614289	1.46293279106607	-2.1911878082977	0.0284382044905027	0.260777804154359	Tm7sf2
ENSMUSG00000040964	55.8331878979338	-2.89015992139009	1.31930065787864	-2.19067572211879	0.0284752671736392	0.260839388498917	Arhgef10l
ENSMUSG00000020770	37.2001413855865	-2.95451432396814	1.34933234899008	-2.18961201528999	0.0285523868796836	0.26135107365	Unk
ENSMUSG00000033902	291.469403240449	-2.57038207418755	1.17409989187034	-2.18923627536746	0.0285796713267211	0.261406175312041	Mapkbp1
ENSMUSG00000004637	35.8496855689245	-2.98515859586956	1.36416563128198	-2.18826697243813	0.0286501612060423	0.261856083052698	Wwox
ENSMUSG00000026172	21.9332102311999	-3.21491821532383	1.47088428922862	-2.18570436768336	0.0288372411483434	0.261955583725346	Bcs1l
ENSMUSG00000030872	149.865431538389	-2.5775880250579	1.17953307675805	-2.18526133420726	0.0288696906915545	0.261955583725346	Gga2
ENSMUSG00000033991	111.611996086894	-2.70290151093677	1.23691230105326	-2.18520060689444	0.0288741410516427	0.261955583725346	Ttc37
ENSMUSG00000035569	658.863528154005	-2.05628377999949	0.940862908620695	-2.18552964641151	0.0288500346808881	0.261955583725346	Ankrd11
ENSMUSG00000039706	657.384738002651	1.87105121323502	0.85621766631508	2.18525181953731	0.028870387928697	0.261955583725346	Ldb2
ENSMUSG00000051306	124.510763299668	-2.58117164824695	1.18057332959985	-2.18637130242627	0.0287884514001069	0.261955583725346	Usp42
ENSMUSG00000075031	78.3572824346303	-2.97316598564719	1.35924384237438	-2.18736763261957	0.0287156970651126	0.261955583725346	Hist1h2bb
ENSMUSG00000085342	11.5886136581762	3.78447520421174	1.73082305853213	2.186517671784	0.0287777532356828	0.261955583725346	Gm12254
ENSMUSG00000090698	19.1860023773014	-3.53937171506034	1.6187592806518	-2.18647192165298	0.0287810967537132	0.261955583725346	Apold1
ENSMUSG00000090946	189.370149122448	-2.67042097469465	1.22118618764327	-2.18674351357364	0.028761253131595	0.261955583725346	Ccdc71l
ENSMUSG00000041936	764.504931631924	-1.88104628186097	0.861019581815382	-2.1846730569065	0.028912827053912	0.262113114287419	Agrn
ENSMUSG00000036985	199.128672187547	-2.43014997748441	1.11303761808326	-2.18334936573781	0.0290100917307741	0.262801074168317	Zdhhc9
ENSMUSG00000032067	158.37322715336	2.09554340396583	0.960220394725891	2.18235669173016	0.0290832179844122	0.263269513020898	Pts
ENSMUSG00000028953	208.604871190376	-2.56402068054649	1.17566242664277	-2.18091573094526	0.0291896499622269	0.264038533469945	Abcf2
ENSMUSG00000009470	694.207126412296	-1.9953226559503	0.915292939767365	-2.17998257088866	0.0292587535237011	0.26446901254916	Tnpo1
ENSMUSG00000030235	237.757604823933	-1.99817723968442	0.916851350448227	-2.17939062718025	0.0293026618255482	0.264671287157578	Slco1c1
ENSMUSG00000074884	319.330668255547	2.1771633896536	0.999205831227506	2.1788937990674	0.0293395585364009	0.264809980240805	Serf2
ENSMUSG00000023048	37.6531020655701	2.93268749579476	1.34628219700236	2.17836015534091	0.0293792338581634	0.264973530314309	Prr13
ENSMUSG00000022386	9.53319300023424	-3.89184228116876	1.78772063552349	-2.1769857123281	0.0294816334866954	0.265243658484021	Trmu
ENSMUSG00000038722	91.2098659938673	-2.68022712948037	1.23123863448634	-2.1768543111048	0.0294914392832606	0.265243658484021	Bud31
ENSMUSG00000047721	359.113127526496	2.38266448756343	1.0941952972522	2.17754955952279	0.0294395883047333	0.265243658484021	Bola2
ENSMUSG00000063600	152.543875926085	2.15960787348586	0.992102102727673	2.17680001639776	0.0294954918366271	0.265243658484021	Egfem1
ENSMUSG00000085527	14.3848594280121	3.82442780635988	1.75728384347735	2.17632900942857	0.0295306678718415	0.265365862681687	Gm15535
ENSMUSG00000056481	12.898741840607	-3.70361313020083	1.70268108665722	-2.17516548414356	0.0296177176860046	0.265953691390836	Cd248
ENSMUSG00000047264	255.075425685913	2.14130127823496	0.98476304671465	2.17443301246806	0.0296726310925133	0.266252302204574	Zfp358
ENSMUSG00000043458	38.8286242887477	-3.14447364551403	1.44639659248712	-2.17400515311434	0.0297047482020193	0.266346075599871	Pcdhb12
ENSMUSG00000069671	42.8843312021296	-2.84730950170757	1.31022496748923	-2.17314550734278	0.0297693675787244	0.266730929770597	NA
ENSMUSG00000040253	21.3851404912638	-3.42550213639791	1.57664124989678	-2.17265794398197	0.0298060712939565	0.266865283624623	Gbp7
ENSMUSG00000023022	37.4571320740747	-2.92892327193499	1.34925836257675	-2.17076532795503	0.0299489161015522	0.267259207899822	Lima1
ENSMUSG00000028843	149.463465695988	2.1513731063893	0.991126136899913	2.1706350244364	0.0299587723489755	0.267259207899822	Sh3bgrl3
ENSMUSG00000028926	964.021999224326	1.87739826683748	0.864847130022637	2.17078625998139	0.0299473330486148	0.267259207899822	Cdk14
ENSMUSG00000030782	66.0963026399461	2.32357146559622	1.07029240717589	2.17096883993345	0.0299335278924896	0.267259207899822	Tgfb1i1
ENSMUSG00000074826	29.6303052650008	3.70457389080396	1.7058174930435	2.17172933558929	0.0298760844585598	0.267259207899822	Gm10767
ENSMUSG00000022000	816.100477970769	-2.68205380228616	1.23610118675775	-2.16976881101545	0.0300243642287396	0.267575507004992	Zc3h13
ENSMUSG00000037845	31.4756979920563	-2.99147245449592	1.37881792211801	-2.16959208791012	0.0300377613004872	0.267575507004992	Fdxacb1
ENSMUSG00000020686	9.89768156005294	-4.12720942927646	1.90267423017827	-2.16916241562265	0.030070355444528	0.267671889557989	Gas2l2
ENSMUSG00000057236	302.163059115611	-2.56440961434517	1.18241860767321	-2.16878320224634	0.0300991471168961	0.26773430934009	Rbbp4
ENSMUSG00000004040	68.1035810246011	-2.99844638907595	1.38420051978853	-2.16619365923518	0.0302963914692622	0.269293955409718	Stat3
ENSMUSG00000037892	149.427213462389	2.13973673135734	0.987932169526766	2.16587413322345	0.0303208064260505	0.269316238002485	Pcdh18
ENSMUSG00000020100	80.773928980028	-2.66683707281361	1.23243432209701	-2.1638776403727	0.0304737413967038	0.26959240119935	Slc29a3
ENSMUSG00000022687	31.4151120171584	-3.2206645066209	1.48909939331434	-2.16282708936746	0.0305544812389601	0.26959240119935	Boc
ENSMUSG00000025128	3494.56059151456	-1.81617745661517	0.83951664956543	-2.16336085479103	0.0305134358958248	0.26959240119935	Bhlhe22
ENSMUSG00000025134	98.6764880265287	-2.42822274168905	1.12199652008021	-2.1641981042111	0.0304491487336641	0.26959240119935	Alyref
ENSMUSG00000028488	885.747293312389	1.96687315420091	0.909002329685702	2.1637713017534	0.0304819056804692	0.26959240119935	Sh3gl2
ENSMUSG00000028655	52.4115205671907	-2.63885536357272	1.21989547893629	-2.16318152590723	0.0305272205918135	0.26959240119935	Mfsd2a
ENSMUSG00000030541	51.2395220935678	-3.01500463995003	1.39322141044958	-2.1640527609873	0.0304603003808049	0.26959240119935	Idh2
ENSMUSG00000036890	222.684812471429	-2.54516981502846	1.17689738233501	-2.16260980203621	0.0305712037152765	0.26959240119935	Gtdc1
ENSMUSG00000047804	86.9354943086248	-2.45582636069797	1.13557503695626	-2.16262799090798	0.030569803594688	0.26959240119935	Akap10
ENSMUSG00000086363	138.802100381604	2.08241300759575	0.962609626776442	2.1632995865305	0.0305181448778881	0.26959240119935	A330102I10Rik
ENSMUSG00000024561	97.9419167970807	-2.71718412239788	1.25700179422666	-2.16163901664879	0.0306460115956898	0.270058365982663	Mbd1
ENSMUSG00000021965	9.55104443631936	-4.10886673179902	1.90134000012044	-2.16103733763491	0.0306924553245771	0.270080424699375	Ska3
ENSMUSG00000055681	106.928495129358	-2.26461634974291	1.04782143687406	-2.16126170934132	0.030675128963493	0.270080424699375	Cope
ENSMUSG00000025130	570.957815749809	-1.86013555072972	0.86099438658903	-2.16045026506962	0.0307378298233085	0.270286224619408	P4hb
ENSMUSG00000040260	35.721267117492	-2.98391541588648	1.38164881639795	-2.15967717734942	0.0307976691822753	0.27061883292188	Daam2
ENSMUSG00000038055	71.4458120712998	2.68270617859902	1.24316222277498	2.15796951471924	0.0309302020673607	0.271589267152904	Dexi
ENSMUSG00000022312	1633.14549539544	1.84034225870446	0.853493290846405	2.15624689548456	0.0310643914918255	0.272011406685392	Eif3h
ENSMUSG00000030795	2443.77240641982	-1.82470326453653	0.846040977017361	-2.15675518574686	0.0310247445829633	0.272011406685392	Fus
ENSMUSG00000036699	274.150749342244	1.97958002409662	0.918150502470485	2.1560517788425	0.0310796222388497	0.272011406685392	Zcchc12
ENSMUSG00000040084	22.9008654507419	-3.5341119258141	1.63924959139537	-2.15593277824507	0.0310889145361568	0.272011406685392	Bub1b
ENSMUSG00000074206	25.9036074014029	3.74273774569975	1.73548597692502	2.1565934818622	0.0310373528580386	0.272011406685392	Adh6b
ENSMUSG00000021451	62.0893268601201	-2.60982372074364	1.21094781544971	-2.15519090702882	0.0311468981799582	0.272324907059905	Sema4d
ENSMUSG00000095280	198.787695567015	3.11989187568001	1.44799061937649	2.15463541954674	0.0311903750641021	0.272511215823033	Gm21738
ENSMUSG00000024182	91.2914957922023	-2.61949231270239	1.21599515852539	-2.15419633403721	0.0312247782429391	0.272595640339107	Axin1
ENSMUSG00000039210	238.508562036375	2.01648754971169	0.936182856537744	2.15394624632329	0.0312443876383146	0.272595640339107	Gpatch2
ENSMUSG00000051331	206.090280929062	-2.01971501502384	0.937952069751807	-2.15332433304218	0.0312931977202759	0.272827857854859	Cacna1c
ENSMUSG00000033099	267.170678008271	1.93489066391686	0.898832196380298	2.1526717352904	0.031344486365316	0.273081340105478	Nol12
ENSMUSG00000020720	393.216664064871	-2.14415888088128	0.996420258145594	-2.1518619913165	0.0314082256149898	0.273208900364124	Psmd12
ENSMUSG00000022533	632.61768726651	-1.83226150498124	0.85139331970484	-2.15207409146274	0.0313915193469683	0.273208900364124	Atp13a3
ENSMUSG00000060591	21.8923953527339	-3.33763159688279	1.55120430434056	-2.15163894758638	0.0314258020918304	0.273208900364124	Ifitm2
ENSMUSG00000026965	236.35720565416	-2.0785893180301	0.966396592925874	-2.1508657348811	0.0314867987817552	0.273545736695489	Anapc2
ENSMUSG00000056383	10.1408564234265	-3.81924335460732	1.77630062685919	-2.15011090851238	0.0315464429555213	0.273870355404112	AI987944
ENSMUSG00000028538	52.259795199275	-2.73294520536611	1.27138349827161	-2.1495836693503	0.0315881613134501	0.274021748943414	St3gal3
ENSMUSG00000048965	100.52857265849	-2.92520090165927	1.36098438438404	-2.14932730692804	0.0316084633532711	0.274021748943414	Mrgpre
ENSMUSG00000019362	352.316284221754	1.91942851233227	0.893273828631932	2.14875713449696	0.0316536569896533	0.274027046037893	D8Ertd738e
ENSMUSG00000032513	23.7348161317561	-3.37611432268886	1.57118376967219	-2.14877112904065	0.0316525470756718	0.274027046037893	Gorasp1
ENSMUSG00000048755	30.4640544223891	-2.92095680250415	1.35962382466604	-2.14835658916291	0.0316854385840926	0.274109146033955	Mcat
ENSMUSG00000022594	111.542738460193	2.12119202286345	0.987654810142426	2.14770585945667	0.0317371296003181	0.274170438634371	Lynx1
ENSMUSG00000071072	589.562705264589	-2.09955536407368	0.97753557331725	-2.14780456218987	0.0317292844537888	0.274170438634371	Ptges3
ENSMUSG00000009216	360.123193830941	1.90791069094801	0.888644717138894	2.14698929071539	0.0317941342081396	0.274372821674625	Fam163b
ENSMUSG00000027832	29.9635791368595	-3.21562050813928	1.49783168462253	-2.1468503712082	0.0318051957118963	0.274372821674625	Ptx3
ENSMUSG00000026959	141.726793811036	-2.48103247780749	1.15616775079238	-2.14591046680477	0.0318801225765769	0.274826330178022	Grin1
ENSMUSG00000005505	24.8362726323581	-3.35536746582933	1.56459794048731	-2.14455572195389	0.0319883857248757	0.27483558226303	Kbtbd4
ENSMUSG00000027955	9.35848408680879	-3.82619671084939	1.78379546127735	-2.14497502315064	0.0319548440419969	0.27483558226303	Fam198b
ENSMUSG00000040152	104.472719487176	2.24534304542029	1.04673796352022	2.14508608999822	0.0319459643856606	0.27483558226303	Thbs1
ENSMUSG00000044340	192.144690622791	-1.96923048168322	0.918270944096015	-2.14449830340849	0.0319929812265839	0.27483558226303	Phlpp1
ENSMUSG00000071567	144.96388527564	-2.61060361754281	1.21684710527402	-2.14538343085834	0.0319222027643336	0.27483558226303	A830039N20Rik
ENSMUSG00000020741	94.6847938765662	-2.51110631184335	1.17145827348822	-2.14357298819198	0.0320671170457095	0.274887718243379	Cluh
ENSMUSG00000028653	38.6826317128426	-3.14099226089269	1.46601283883363	-2.14254075932356	0.0321499924326908	0.274887718243379	Trit1
ENSMUSG00000028964	359.357291251255	-2.53086299940522	1.1806816938292	-2.14356080274024	0.0320680943198122	0.274887718243379	Park7
ENSMUSG00000034032	49.9230602040378	-2.60587027750616	1.21618649048767	-2.14265681940049	0.0321406650744786	0.274887718243379	Rpap1
ENSMUSG00000034463	20.7596349782069	-3.36365047465325	1.57025497559437	-2.14210464347043	0.0321850623365786	0.274887718243379	Scara3
ENSMUSG00000050164	21.5186893646261	3.29379043358642	1.53686178598977	2.14319235705712	0.0320976557473229	0.274887718243379	Mchr1
ENSMUSG00000054517	12.0358495858578	-3.53886038265541	1.65217784022851	-2.14193671921296	0.0321985745690113	0.274887718243379	Trim65
ENSMUSG00000061032	1192.60069329196	-1.83676085328969	0.857409607001503	-2.14222098550206	0.032175703581393	0.274887718243379	Rrp1
ENSMUSG00000066877	203.273956854377	-2.17940711563031	1.01750389590455	-2.14191525398814	0.0322003021451612	0.274887718243379	Nck2
ENSMUSG00000034009	67.937857601843	2.60301321585103	1.21547064202281	2.14156815134511	0.0322282488819865	0.274935366763539	Rxfp1
ENSMUSG00000033653	266.455826595397	-1.94364975081839	0.907793416457122	-2.14107055149612	0.032268349054641	0.275020968477131	Vps8
ENSMUSG00000097868	45.978677906491	2.89639299736559	1.35289857416647	2.14087962887393	0.0322837463167876	0.275020968477131	A330069E16Rik
ENSMUSG00000098274	72.1264421964291	2.7169676001907	1.26924848346136	2.14061126374661	0.0323053996974682	0.275020968477131	Rpl24
ENSMUSG00000047250	38.9594956754025	3.35204306755093	1.56662573011554	2.13965786665825	0.0323824264111933	0.275485929323736	Ptgs1
ENSMUSG00000039660	59.4181995176767	-2.50303789179695	1.17057413200555	-2.13829933821319	0.032492456246456	0.27623081925151	D2Wsu81e
ENSMUSG00000024074	345.660279218238	1.91806421091198	0.897268237562402	2.13767091112326	0.0325434620042508	0.276316214577925	Crim1
ENSMUSG00000026975	29.4008337658671	-3.18495896574105	1.49002285715908	-2.13752356243285	0.0325554313576391	0.276316214577925	Dph7
ENSMUSG00000090247	33.4587631261772	3.0545511794193	1.42913336202453	2.13734509359727	0.0325699336958767	0.276316214577925	Bloc1s1
ENSMUSG00000030801	35.9644661038498	-3.00614129786804	1.40723705014057	-2.13620107398946	0.0326630279576678	0.276809176081975	Kat8
ENSMUSG00000038069	51.3652144087911	-2.76758024664753	1.29563646235648	-2.13607777108551	0.0326730752863374	0.276809176081975	Cdkn2aip
ENSMUSG00000032281	37.1109737527669	-2.77628453061777	1.2999172388154	-2.13573945149598	0.0327006568301426	0.276852048493762	Acsbg1
ENSMUSG00000029434	269.502793385079	-2.53725742930151	1.18818806336592	-2.13540053761684	0.0327283068126367	0.276895440913794	Vps33a
ENSMUSG00000020828	108.902744649251	2.34452342003025	1.098647292317	2.13400919150835	0.0328420284273543	0.277334816482472	Pld2
ENSMUSG00000026289	54.8037652895881	-2.85937274216191	1.34012468309528	-2.13366172433869	0.032870481380864	0.277334816482472	Atg16l1
ENSMUSG00000029326	53.3199922685089	-2.71570627348167	1.27236968345705	-2.13436889356169	0.03281259581595	0.277334816482472	Enoph1
ENSMUSG00000039630	3097.52326382017	-2.02007683993964	0.946722774867957	-2.13375751969355	0.0328626349052154	0.277334816482472	Hnrnpu
ENSMUSG00000038569	79.8030902156401	2.67062647235959	1.2519249582927	2.13321609627597	0.0329070032979598	0.277398335617496	Rad9b
ENSMUSG00000074746	502.201530562855	-1.96056873541774	0.919151885979478	-2.13301932501449	0.0329231409473624	0.277398335617496	Pdzd8
ENSMUSG00000034349	120.665084722321	-2.29301642739173	1.07561601870593	-2.1318169193412	0.0330219001799406	0.27803987596713	Smc4
ENSMUSG00000022568	38.9001639676576	-3.03197573118282	1.42287219981774	-2.13088408893728	0.0330986925048722	0.278495706339763	Scrib
ENSMUSG00000027959	236.663941660202	2.15712877923803	1.01266668499607	2.13014687971729	0.0331594890124101	0.278625836247134	Sass6
ENSMUSG00000087539	129.094773630968	3.44644373739818	1.61785180167085	2.13025923254456	0.0331502172796605	0.278625836247134	Gm13584
ENSMUSG00000029466	170.73528611223	-2.49511998466568	1.17166216625672	-2.12955581952195	0.0332083018419485	0.278845392447454	Anapc7
ENSMUSG00000059183	34.9668981548774	-3.15327940046771	1.48134408812952	-2.12866100842873	0.0332823170120053	0.279276124934185	Mtfmt
ENSMUSG00000023262	21.1417401405827	-3.34105958074318	1.57060846310149	-2.1272390027401	0.0334002299976061	0.279964706693977	Acy1
ENSMUSG00000024158	26.3165850250624	-3.25743371476716	1.53155768212897	-2.12687628600388	0.033430363685471	0.279964706693977	Hagh
ENSMUSG00000034371	21.0803834478378	-3.35635910200048	1.57809060057417	-2.12684816751289	0.0334327006773577	0.279964706693977	Tkfc
ENSMUSG00000046862	58.7618721164948	-2.81861343414384	1.32560234243397	-2.12628881521777	0.0334792187742567	0.280163401219835	Pramef8
ENSMUSG00000058230	1361.13382609454	-2.21778493148015	1.04324217474665	-2.1258581997212	0.0335150682867192	0.280272608468462	Arhgap35
ENSMUSG00000029209	158.757564622466	2.14519199413178	1.00934967018024	2.12532094427563	0.033559841804642	0.280456244258644	Gnpda2
ENSMUSG00000002266	78.5680825068356	2.61322856310926	1.2305741937889	2.12358472678775	0.0337048838011891	0.281476994951099	Zim1
ENSMUSG00000000628	12.0811717276151	-3.62530233362016	1.70768428001611	-2.12293476964369	0.0337593183564067	0.281576334226622	Hk2
ENSMUSG00000025377	22.8826780554211	-3.05026715670997	1.43684265994938	-2.12289573641795	0.0337625898194128	0.281576334226622	Enthd2
ENSMUSG00000035969	489.507552029252	-2.46349840971928	1.16075146948009	-2.12233064053126	0.0338099821658342	0.281646736925969	Rusc2
ENSMUSG00000047879	390.348729372682	-2.58104094315094	1.21618209449105	-2.1222487609728	0.0338168537950647	0.281646736925969	Usp14
ENSMUSG00000013629	98.3611753787879	-2.49271985859401	1.17669087894554	-2.11841521269187	0.0341399186260388	0.282999001866743	Cad
ENSMUSG00000022269	94.5891049003428	2.69472365269774	1.27217377865182	2.11820405192871	0.0341577901848992	0.282999001866743	March11
ENSMUSG00000029570	16.0681967550656	-3.51411005741957	1.6590562828353	-2.11813794009086	0.0341633871935449	0.282999001866743	Lfng
ENSMUSG00000030413	10.5041650342807	-4.01865571867882	1.89696198225956	-2.11846929788863	0.0341353424195641	0.282999001866743	Pglyrp1
ENSMUSG00000032534	51.6685890443458	-3.06555900625288	1.44700058802785	-2.11856099549414	0.0341275849848463	0.282999001866743	Cep63
ENSMUSG00000035455	17.3446535743895	-3.42349042767063	1.61505453839789	-2.11973673103738	0.0340282535464559	0.282999001866743	Fignl1
ENSMUSG00000037151	43.0046560321399	-2.96688697268863	1.40016417138553	-2.11895650047433	0.0340941433146417	0.282999001866743	Lrrc20
ENSMUSG00000047881	74.8196890516907	-3.00309456847754	1.41723848035832	-2.11897617098166	0.0340924808189441	0.282999001866743	Rell1
ENSMUSG00000023353	427.339649177798	-1.97332287968732	0.932109060296478	-2.11705149508971	0.0342554776487669	0.28320249321024	Agap3
ENSMUSG00000023965	316.593807477882	-2.18612443724092	1.03286571805503	-2.11656210388855	0.0342970292202018	0.28320249321024	Fbxl17
ENSMUSG00000026924	236.90478081004	-2.47866958143162	1.17069951479551	-2.11725515395347	0.0342381987520959	0.28320249321024	Sec16a
ENSMUSG00000034786	50.8423903305254	3.51732784479774	1.66186826999221	2.11649016249298	0.0343031410062676	0.28320249321024	Gpsm3
ENSMUSG00000039831	424.322658750576	-2.58908285529712	1.22317661553155	-2.11668766588706	0.0342863643215751	0.28320249321024	Arhgap29
ENSMUSG00000045104	9.40318818025282	-3.80543990213962	1.79842486147865	-2.11598492861738	0.034346089408703	0.283249226727258	Gm5514
ENSMUSG00000054457	11.9600662622405	3.62387168645591	1.71270065675861	2.11588153023442	0.0343548846538958	0.283249226727258	9430021M05Rik
ENSMUSG00000011096	126.389841287648	-2.46877478081631	1.16886353577936	-2.11211549102712	0.0346765446149333	0.284093577300596	Akt1s1
ENSMUSG00000020256	442.630764058328	-2.49762957792968	1.18253254236083	-2.11210219461985	0.0346776848114542	0.284093577300596	Aldh1l2
ENSMUSG00000020376	128.508353169799	-2.64013517974258	1.24888266115748	-2.11399778526485	0.0345154564808442	0.284093577300596	Rnf130
ENSMUSG00000021606	547.514725872929	1.85532867115988	0.878692369043016	2.11146555555106	0.0347323155128981	0.284093577300596	Ndufs6
ENSMUSG00000023009	16.0224802887426	-3.39168357242799	1.60410144474594	-2.11438221911531	0.034482635081563	0.284093577300596	Nckap5l
ENSMUSG00000024174	20.1685119606117	-3.32121870159267	1.57226122020618	-2.1123835269289	0.0346535667674928	0.284093577300596	Pot1b
ENSMUSG00000028773	205.373909373476	2.05376357533718	0.972684417870323	2.1114387540348	0.0347346169920113	0.284093577300596	Fabp3
ENSMUSG00000033068	54.1795542421724	-2.5609258233026	1.2115585123581	-2.11374506239751	0.034537047467879	0.284093577300596	Entpd6
ENSMUSG00000038658	161.185824528223	-2.52627326354138	1.1958578406311	-2.11251971405579	0.034641896870745	0.284093577300596	Ric1
ENSMUSG00000038957	122.074949748215	-2.49254033028604	1.18030764238996	-2.11177174557556	0.034706031841092	0.284093577300596	Edc3
ENSMUSG00000042569	26.9763303681163	-3.0515609972994	1.44398766182407	-2.11328744557597	0.0345761726146195	0.284093577300596	Dhrs7b
ENSMUSG00000046312	106.12193967254	2.33189675072927	1.10370326246963	2.11279320268696	0.0346184717248642	0.284093577300596	AI464131
ENSMUSG00000001156	40.7045094692857	-3.04147121544192	1.44179000416427	-2.10951054360022	0.0349005368977862	0.28418882185066	Mxd1
ENSMUSG00000022454	1201.90780779682	-1.83772744934802	0.871306591157455	-2.10916279986677	0.0349305316931202	0.28418882185066	Nell2
ENSMUSG00000026974	181.146497556847	-2.53735536183299	1.20225630746887	-2.11049453104965	0.0348157817423773	0.28418882185066	Zmynd19
ENSMUSG00000032936	777.464129135418	-1.99471839512859	0.94574291796737	-2.10915499046583	0.0349312055492026	0.28418882185066	Camkv
ENSMUSG00000039910	230.713503954994	1.95088521091851	0.924239786573671	2.11079985871503	0.0347895182885943	0.28418882185066	Cited2
ENSMUSG00000045083	105.617382332315	2.10653448347336	0.998667389579808	2.10934541915872	0.0349147770390696	0.28418882185066	Lingo2
ENSMUSG00000062691	141.679963411796	2.12315203364446	1.00614641681982	2.1101819756564	0.0348426844409831	0.28418882185066	Cebpzos
ENSMUSG00000084998	21.2494441009163	3.75257853120862	1.77840545970303	2.11008041542746	0.0348514298932885	0.28418882185066	Gm16279
ENSMUSG00000034617	50.8108783726231	-3.02640184527398	1.43577073109493	-2.10785871290608	0.0350432124336018	0.284911514845414	Mtrr
ENSMUSG00000024219	57.5200411022483	-2.54614876138704	1.2092510884179	-2.10555837887916	0.0352427312554971	0.286344279791028	Anks1
ENSMUSG00000022790	107.246414979697	2.77813018082281	1.31984014017727	2.10489899212315	0.0353001014578588	0.286620969102681	Igsf11
ENSMUSG00000021385	31.2297522437826	-3.11680348875296	1.48109005702145	-2.104398361178	0.035343712258915	0.286785646731909	Ippk
ENSMUSG00000080268	53.658011966394	-2.99701227560724	1.42464478607193	-2.10369090239729	0.0354054185679993	0.287096840670459	Brms1
ENSMUSG00000026708	20.9055068513713	-3.29411317951243	1.56611883348296	-2.10336093857355	0.035434230253092	0.287141062954027	Cenpl
ENSMUSG00000027508	238.634605057559	-2.54317633726668	1.20999349291279	-2.10180992886544	0.0355699290443865	0.287861183504044	Pag1
ENSMUSG00000034203	399.616074261277	1.8865718854154	0.897510918081979	2.10200438502419	0.0355528916851114	0.287861183504044	Chchd4
ENSMUSG00000023861	31.8710686319981	-2.99095118456382	1.42351188671451	-2.10110727734559	0.0356315502249596	0.288170162444361	Mpc1
ENSMUSG00000027593	341.75405709377	-1.96045377361573	0.933178847602113	-2.10083391694239	0.0356555479975126	0.288174655840514	Raly
ENSMUSG00000021486	667.68988960181	2.08599831386222	0.993535712339303	2.0995705418084	0.0357666363961528	0.288882563218073	Prelid1
ENSMUSG00000077506	62.8996436557245	2.53590962297237	1.20801746113988	2.09923258938617	0.035796402500844	0.288933142444436	Scarna9
ENSMUSG00000037946	87.8450972040705	-2.89462742081553	1.37960783375287	-2.09815235170233	0.0358916891914898	0.289512162225055	Fgd3
ENSMUSG00000044367	30.7481368813627	-3.11623165565673	1.48638198295709	-2.09652141332952	0.0360359624084164	0.290485302220762	Slc16a13
ENSMUSG00000044224	383.956399431875	1.84402630979378	0.880420521963745	2.09448356074294	0.0362169259849368	0.291335183165	Dnajc21
ENSMUSG00000045176	28.0410696921061	-3.01780711743321	1.44066332410619	-2.09473446497675	0.036194603677196	0.291335183165	2310047M10Rik
ENSMUSG00000055485	621.725126958335	-1.79390158673641	0.856498346253062	-2.09446007057016	0.0362190164461303	0.291335183165	Soga1
ENSMUSG00000060098	97.9806815362909	-2.50211685734588	1.19474580130507	-2.09426712746151	0.0362361909264854	0.291335183165	Prmt7
ENSMUSG00000028847	265.99262906611	-1.95796287131558	0.93521284435376	-2.09360134768952	0.0362955074172253	0.291438845285626	Trappc3
ENSMUSG00000032492	28.6610057715214	-2.93135798686035	1.4005139905825	-2.09305869600142	0.0363439152219039	0.291438845285626	Pth1r
ENSMUSG00000032553	49.9027961342878	-2.98252793059624	1.42495773217103	-2.09306414026199	0.0363434292878977	0.291438845285626	Srprb
ENSMUSG00000047466	40.854399044344	-3.02479594995393	1.44499268705928	-2.0932949883018	0.0363228297639046	0.291438845285626	8030462N17Rik
ENSMUSG00000008682	981.007324094713	1.94207316987137	0.928314143281204	2.0920430696089	0.0364346630945194	0.291976084368271	Rpl10
ENSMUSG00000060019	61.7955908844577	2.27477301167187	1.0876576644667	2.09144208328385	0.0364884530837305	0.292216647399544	Gm10073
ENSMUSG00000004151	186.209766340655	2.02711048736111	0.969881369776099	2.09006023884042	0.0366123888163353	0.292598852814536	Etv1
ENSMUSG00000029191	86.084884074264	-2.53365478971013	1.21223007225331	-2.09007749246852	0.0366108391538409	0.292598852814536	Rfc1
ENSMUSG00000029480	26.7782894770084	-3.19425359471433	1.5285782877773	-2.08968923623734	0.0366457245377218	0.292598852814536	Dhx37
